0,ID,Importance,std(importance),Uncertainty in importance,Source,Unit,Definition,Units
slt_pc_cav,27,1.032871010839274,0.14567834957745854,0.1305873259914332,RiverAtlas,percent,Silt fraction in soil over reach catchment,nan
snd_pc_uav,25,1.0285823471648174,0.1630215584869495,0.100418073394039,RiverAtlas,percent,Sand fraction in soil over all upstream catchment,nan
snd_pc_cav,26,1.0285823471648174,0.1630215584869495,0.100418073394039,RiverAtlas,percent,Sand fraction in soil over reach catchment,nan
River_Gradient,5,1.0272350189894395,0.1661712376485043,0.1210929012482023,WHONDRS,,General gradient of river. One of the following classes may be selected: relatively flat/gentle gradient (e.g.; valleys) or relatively steep gradient (e.g.; mountainous or hilly terrain).,nan
kar_pc_use,18,1.0238870654992644,0.1156282429435083,0.1197040590930999,RiverAtlas,percent,Karst areal extent over all upstream watershed,nan
kar_pc_cse,17,1.0238870654992644,0.1156282429435083,0.1197040590930999,RiverAtlas,percent,Karst areal extent over reach catchment,nan
ppd_pk_uav,74,1.0227384080673878,0.06253851285380253,0.1105997841378263,RiverAtlas,people/km^2,Average population density over all upstream watershed,nan
urb_pc_use,72,1.0227384080673878,0.06253851285380253,0.1105997841378263,RiverAtlas,percent,Ubranization extent over all upstream watershed,nan
rdd_mk_uav,73,1.0227384080673878,0.06253851285380253,0.1105997841378263,RiverAtlas,m/km^2,Avg. road density over all upstream watershed,nan
pre_mm_uyr,81,1.021831513446854,0.09513344547628118,0.1325490246922054,RiverAtlas,mm,Annual avg. precipiation over all upstream watershed,nan
pre_mm_cyr,80,1.021831513446854,0.09513344547628118,0.1325490246922054,RiverAtlas,mm,Annual avg. precipitation over reach catchment,nan
perc_UnsatHC,106,1.0200796812092283,0.1608430093275458,0.0962968920090833,Derived,,UNKNOWN,UNKNOWN
soc_th_cav,14,1.0191286149291647,0.07988578312939437,0.0839817526573494,RiverAtlas,tonnes/ha,Avg. organic carbon content in soil over reach catchment,nan
soc_th_uav,13,1.0191286149291647,0.07988578312939437,0.0839817526573494,RiverAtlas,tonnes/ha,Avg. organic carbon content in soli over all upstream watershed,nan
RA_lon,88,1.0152563961121057,0.13094526702194215,0.0952636169723311,RiverAtlas,degrees,closest RiverAtlas site coordinates,nan
GL_lon,89,1.0152563961121057,0.13094526702194215,0.0952636169723311,RiverAtlas,degrees,obs/GLORICH site colocating to RA site,nan
for_pc_cse,36,1.0147169179814775,0.07129437889202528,0.065682630368254,RiverAtlas,percent,Forest cover extent over reach catchment,nan
GL_lat,90,1.0142418748457442,0.05134820290350068,0.0834119244796406,RiverAtlas,degrees,obs/GLORICH site colocating to RA site,nan
RA_lat,91,1.0142418748457442,0.05134820290350068,0.0834119244796406,RiverAtlas,degrees,closest RiverAtlas site coordinates,nan
ppd_pk_cav,68,1.0124945225633568,0.037368665137538386,0.0304976951852103,RiverAtlas,people/km^2,Average population density over reach catchment,nan
pst_pc_cse,33,1.0112504214007465,0.1180201072831971,0.142694478661694,RiverAtlas,percent,Pasture extent over reach catchment,nan
skew_lamO20,32,1.0108301985593495,0.07520298406594676,0.0481330998611221,Derived,,UNKNOWN,UNKNOWN
n_chems,127,1.0105782678720803,0.06331740367071384,0.0702139759132361,Derived,,UNKNOWN,UNKNOWN
hdi_ix_cav,120,1.010319349292938,0.08529749164261126,0.0617953317795451,RiverAtlas,index,Avg. human development index over reach catchment,nan
perc_AminoSugar,129,1.0079793114683797,0.1020773441163393,0.1026715056336359,Derived,,UNKNOWN,UNKNOWN
cmi_ix_uyr,79,1.0068816045947055,0.11795575395878141,0.1063893037957613,RiverAtlas,non-dim.,Annual avg. climate moisture index over all upstream watershed,nan
swc_pc_uyr,78,1.0068816045947055,0.11795575395878141,0.1063893037957613,RiverAtlas,percent,Annual avg. soil water content over all upstream watershed,nan
perc_Lipid,64,1.0066152896185632,0.05770215838154365,0.0344378262641259,Derived,,UNKNOWN,UNKNOWN
pac_pc_cse,16,1.0063079938703081,0.05945546909815009,0.0895158251660558,RiverAtlas,percent,Protected area extent over reach catchment,nan
pac_pc_use,15,1.0063079938703081,0.05945546909815009,0.0895158251660558,RiverAtlas,percent,Protected area extent over all upstream catchment,nan
gdp_md_usu,39,1.0056824667983495,0.04265597506571484,0.0871064693694375,RiverAtlas,USD,Sum GDP over all upstream watershed,nan
pop_ct_usu,40,1.0056824667983495,0.04265597506571484,0.0871064693694375,RiverAtlas,count,Population in all upstream watershed,nan
gdp_md_cav,128,1.0056373681072865,0.07254935454872072,0.0630214959519811,RiverAtlas,USD,Avg. GDP over reach catchment,nan
del_13C_permil,130,1.0043559839486715,0.0649538181005636,0.0497165281466263,Derived,,UNKNOWN,UNKNOWN
pH,119,1.0038664219036544,0.07530340443128604,0.1337671082758797,WHONDRS,pH,pH.,nan
pop_ct_csu,75,1.0032797768082538,0.03148858057857031,0.0467733481847971,RiverAtlas,count,Population in reach catchment,nan
dor_pc_pva,112,1.002450686330221,0.021737824523887183,0.0951728507582694,RiverAtlas,percent,Degree of dam regulation on reach,nan
pre_mm_cdi,132,1.0019626921569378,0.048070287913953715,0.0536906760411512,RiverAtlas,mm,Range of annual min and max precip. over reach catchment derived from RA data,nan
Percent_Med_Sand,103,1.0018167994054474,0.08649618328730538,0.1014486932796772,WHONDRS,percent,Percent medium sand (less than 500 micrometers and greater than 250 micrometers). ,nan
ire_pc_cse,104,1.0016712460351953,0.025384978022904854,0.0404565599050251,RiverAtlas,percent,Irrigated area extent (Equipped) over reach catchment,nan
DBE_O,48,1.0011128174107682,0.06507203201085353,0.0657689909299634,Derived,,UNKNOWN,UNKNOWN
AI_Mod,58,1.0005869805508003,0.08894264869207413,0.0929681839168931,Derived,,UNKNOWN,UNKNOWN
perc_ConHC,59,1.0005869805508003,0.08894264869207413,0.0929681839168931,Derived,,UNKNOWN,UNKNOWN
for_pc_use,35,1.00054220300897,0.06828276740091803,0.0634607355259601,RiverAtlas,percent,Forest cover extent over all upstream watershed,nan
Macrophyte_Coverage,121,1.000295952764025,0.06258061751164667,0.0760183306536077,WHONDRS,,Estimated macrophyte cover in the river. One of the following classes may be selected: full; partial; or no coverage.,nan
gla_pc_cse,6,0.9995806875845004,0.003805194863641041,0.0259808333093603,RiverAtlas,percent,Glacier extent over reach catchment,nan
sgr_dk_rav,109,0.9991330055437629,0.04843465147858317,0.0441042489036248,RiverAtlas,dm/km,Avg. stream gradient over reach,nan
ero_kh_cav,19,0.999112691929585,0.07046546255544249,0.1023621415466512,RiverAtlas,kg/ha/yr,Avg. soil erosion rate over reach catchment,nan
ero_kh_uav,20,0.999112691929585,0.07046546255544249,0.1023621415466512,RiverAtlas,kg/ha/yr,Avg. soil erosion rater over all upstream watershed,nan
Percent_Clay,123,0.9986905049567223,0.08056584043769652,0.0547061255480036,WHONDRS,percent,Percent clay (calculated using 1.5 hour and 24 hour hydrometer readings).,nan
snw_pc_cmx,96,0.998228115881364,0.057875681643416624,0.0534423006758791,RiverAtlas,percent,Annual max. snow cover extent over reach,nan
ire_pc_use,117,0.9981613081390155,0.029804108398960204,0.0660037609398499,RiverAtlas,percent,Irrigated area extent (Equipped) over all upstream watershed,nan
gla_pc_use,46,0.9976673969346604,0.011460769919996694,0.0203201245194811,RiverAtlas,percent,Glacier extent over all upstream watershed,nan
RA_cms_cmn,44,0.9972703903543441,0.03281521857142187,0.0639638608577066,RiverAtlas,m^3/s,Annual min reach flow rate (originally dis_m3_pmn),nan
RA_xam2,42,0.9972703903543441,0.03281521857142187,0.0639638608577066,RiverAtlas,m^2,Est. avg. cross-section area derived from other RA vars.,nan
RA_cms_cmx,43,0.9972703903543441,0.03281521857142187,0.0639638608577066,RiverAtlas,m^3/s,Annual max reach flow rate (originally dis_m3_pmx),nan
RA_cms_cyr,41,0.9972703903543441,0.03281521857142187,0.0639638608577066,RiverAtlas,m^3/s,Annual mean reach flow rate (originally dis_m3_pyr),nan
RA_dm,45,0.9972703903543441,0.03281521857142187,0.0639638608577066,RiverAtlas,m,Est. avg. depth of reach derived from other RA vars.,nan
perc_Other,107,0.9963945932347358,0.05106126052578148,0.0603474000627053,Derived,,UNKNOWN,UNKNOWN
MiniDot_Sediment,0,0.9954847890809655,0.21477457196381905,0.1168660328077517,WHONDRS,classification,Type of sediment observed at site,nan
swc_pc_cdi,111,0.9940773193457437,0.04543020767345638,0.0380441492907993,RiverAtlas,percent,Range of annual min and max soil water content over reach catchment derived from RA data,nan
slp_dg_cav,76,0.9934791728293872,0.09871345938812831,0.0911931747011492,RiverAtlas,degx10,Mean terrain slope over reach catchment,nan
rdd_mk_cav,69,0.9933507568824792,0.04080162115511025,0.0373419601254623,RiverAtlas,m/km^2,Avg. road density over reach catchment,nan
AI,49,0.9930245092306007,0.047869734103169935,0.0389339566020448,Derived,,UNKNOWN,UNKNOWN
Mean_DO_mg_per_L,21,0.9928365075428534,0.08186049913175392,0.0767126373573345,WHONDRS,milligrams_per_liter,Dissolved oxygen measured during in situ sensor deployment.,nan
ele_mt_cav,122,0.9914092709672093,0.053898811270076966,0.0625955491656116,RiverAtlas,m,Mean elevation over reach catchment,nan
Intermittent_or_Perennial,2,0.9905507191057265,0.03324249292778816,0.0661781244374336,WHONDRS,,Indicator of if the stream is intermittent or perennial.,nan
cly_pc_uav,29,0.9894795144356017,0.09688097281328731,0.0697717155302491,RiverAtlas,percent,Clay fraction in soil over all upstream catchment,nan
cly_pc_cav,30,0.9894795144356017,0.09688097281328731,0.0697717155302491,RiverAtlas,percent,Clay fraction in soil over reach catchment,nan
skew_lamO2,31,0.9891088469788665,0.09479505852962898,0.0524369226777367,Derived,,UNKNOWN,UNKNOWN
pst_pc_use,34,0.9858712438458834,0.048288305367783474,0.0620509979164021,RiverAtlas,percent,Pasture extent over all upstream watershed,nan
snw_pc_cyr,95,0.9858704432562899,0.05090403868068362,0.0417004411503051,RiverAtlas,percent,Annual avg. snow cover extent over reach,nan
snw_pc_uyr,94,0.9849619609324464,0.09976683346315429,0.0746823467353289,RiverAtlas,percent,Annual avg. snow cover extent over all upstream watershed,nan
tmp_dc_uyr,93,0.9849619609324464,0.09976683346315429,0.0746823467353289,RiverAtlas,deg. C,Annual avg. air temp. over all upstream watershed,nan
tmp_dc_cyr,92,0.9849619609324464,0.09976683346315429,0.0746823467353289,RiverAtlas,deg. C,Annual avg. air temp. over reach catchment,nan
swc_pc_cyr,82,0.9845076384738937,0.10765414709748126,0.0567594014331883,RiverAtlas,percent,Annual avg. soil water content over reach catchment,nan
aet_mm_cdi,84,0.9845076384738937,0.10765414709748126,0.0567594014331883,RiverAtlas,mm,Range of annual min and max actual evap. over reach catchment derived from RA data,nan
cmi_ix_cyr,83,0.9845076384738937,0.10765414709748126,0.0567594014331883,RiverAtlas,non-dim.,Annual avg. climate moisture index over reach catchment,nan
DBE,63,0.9820628974873177,0.047615503110505865,0.0743204341557011,Derived,,UNKNOWN,UNKNOWN
Mean_DO_percent_saturation,22,0.9804656167988636,0.04818838738960557,0.0397315824305819,WHONDRS,percent_saturation,Dissolved oxygen saturation measured during in situ sensor deployment.,nan
aet_mm_uyr,85,0.9799844600976192,0.09162424223288526,0.0441461894116549,RiverAtlas,mm,Annual avg. actual evap. over all upstream watershed,nan
aet_mm_cyr,86,0.9799844600976192,0.09162424223288526,0.0441461894116549,RiverAtlas,mm,Annual avg. actual evapotranspiration over reach catchment,nan
tmp_dc_cdi,105,0.9796084836482795,0.04576522189063084,0.0363320560669848,RiverAtlas,deg. C,Range of annual min and max air temp. over reach catchment derived from RA data,nan
cmi_ix_cdi,126,0.978355345134222,0.055499253436950946,0.0361836108044704,RiverAtlas,non-dim.,Range of annual min and max climate moisture index derived from RA data,nan
crp_pc_cse,24,0.9744639427596997,0.0524266499649991,0.0933049244141533,RiverAtlas,percent,Cropland extent over reach catchment,nan
perc_Protein,61,0.9741431183360308,0.0759242380959318,0.0795273532396859,Derived,,UNKNOWN,UNKNOWN
Percent_Coarse_Sand,116,0.9678816450266006,0.11767821550826195,0.0989625931395732,WHONDRS,percent,Percent coarse sand (less than 2000 micrometers and greater than 500 micrometers).,nan
Algal_Mat_Coverage,131,0.9631586569133119,0.09100833816638576,0.0618827640329837,WHONDRS,,Estimated algal mat cover on riverbed. One of the following classes may be selected: full; partial; or no coverage.,nan
Percent_Silt,101,0.9539198147417751,0.08325021011205987,0.0449140721084011,WHONDRS,percent,Percent silt (calculated as 100 - (percent sand + percent clay)).,nan
del_15N_permil,114,0.9387331628385868,0.11035142914682611,0.1085598440358289,Derived,,UNKNOWN,UNKNOWN
