AI_Mod,C_percent,DBE,GFE,MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),NOSC,NPOC_Field_mg_per_L_as_C,N_percent,Percent_Fine_Sand,RA_ms_di,River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g. valleys),River_Gradient_-1hot-_Relatively steep gradient (e.g. mountainous or hilly terrain),delGcox0PerCmol,delGcoxPerCmol,delGd,delGd0,hft_ix_c09,hft_ix_u09,lamO2,lamO20,nli_ix_cav,nli_ix_uav,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Protein,perc_Tannin,pre_mm_uyr,urb_pc_cse,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment
0.16531388,1.26,7.064768,77.39797,0.0,1.0,0.0,0.0,-0.59992874,6.84,0.17,0.0,0.92026174,1.0,0.0,77.39797,-146.67888,-3037.4033,1633.2524,42.0,42.0,0.045900635,0.05166441,290.0,300.0,0.04525946,0.058135,0.25829107,0.103394456,0.33710495,0.031993758,2437.0,0.0,-9.01
0.15288019,5.84,5.842462,79.60757,0.0,1.0,0.0,0.0,-0.6774584,22.0,0.22,14.8,0.950339,1.0,0.0,79.60757,-147.36552,-2730.4353,1506.6937,297.0,297.0,0.04968097,0.055585787,5284.0,5300.0,0.028169014,0.056859676,0.25456443,0.17736046,0.34428796,0.021387585,989.0,35.0,-1185.05
0.20523338,13.66,6.8405666,72.78408,0.0,1.0,0.0,0.0,-0.43803802,21.66,1.02,11.8,0.77144045,1.0,0.0,72.78408,-144.62856,-2641.7888,1361.7542,152.0,109.0,0.053036842,0.060015853,2079.0,1500.0,0.03197807,0.1142074,0.29556876,0.08999543,0.2992234,0.05847419,906.0,0.0,-1821.88
0.16793145,0.22,6.9759655,76.711395,0.0,1.0,0.0,0.0,-0.57583845,10.47,0.09,10.4,0.98505527,0.0,1.0,76.711395,-146.32861,-2977.9663,1596.2765,30.0,30.0,0.047034062,0.05295125,63.0,100.0,0.032702915,0.06382979,0.23758866,0.11583924,0.32742316,0.054767534,708.0,0.0,-1.25
0.18340366,2.86,6.383381,75.888504,0.0,1.0,0.0,0.0,-0.5469652,19.72,0.22,6.2,1.1869624,1.0,0.0,75.888504,-146.11534,-2723.925,1457.2389,438.0,199.0,0.051546037,0.058450032,6233.0,2400.0,0.018338108,0.08252149,0.29283667,0.14670487,0.3157593,0.037249282,597.0,100.0,-97.9
0.1655548,0.63,6.728713,76.55847,0.0,1.0,0.0,0.0,-0.57047254,19.87,0.11,23.6,2.4204435,1.0,0.0,76.55847,-146.33125,-2765.4802,1466.1196,151.0,35.0,0.050159972,0.056459736,3297.0,300.0,0.031023102,0.087128714,0.21518151,0.1280528,0.34257427,0.053465348,624.0,0.0,-41.22
0.16178533,0.32,7.435478,79.28081,0.0,1.0,0.0,0.0,-0.66599333,16.06,0.08,2.4,0.49185154,1.0,0.0,79.28081,-147.4759,-3355.4292,1838.3801,243.0,244.0,0.04178393,0.046803735,3110.0,3100.0,0.026217228,0.04698672,0.26796052,0.11099762,0.32107592,0.04494382,1137.0,0.0,-7.5
0.17692688,2.42,6.5049863,75.28181,0.0,1.0,0.0,0.0,-0.5256774,12.65,0.2,21.0,1.2910746,1.0,0.0,75.28181,-145.7492,-2731.8516,1438.8877,30.0,29.0,0.05064167,0.05705201,566.0,300.0,0.030371714,0.07660925,0.28331822,0.09746147,0.3268359,0.055757027,624.0,0.0,-40.96
0.18320806,0.67,6.627737,75.708534,0.0,0.0,1.0,0.0,-0.5406503,9.6,0.11,1.9,1.3413175,1.0,0.0,75.708534,-145.92795,-2772.5752,1472.6118,231.0,109.0,0.05019909,0.05661886,1927.0,1100.0,0.027828468,0.09580292,0.23540147,0.13001825,0.32846716,0.05656934,931.0,0.0,-14.63
0.1940797,2.7297258,7.341925,72.76076,0.0,1.0,0.0,0.0,-0.43721947,9.65,0.1926484,19.753212,1.0141418,0.0,1.0,72.76076,-144.76138,-2861.5735,1459.4918,48.0,48.0,0.04836956,0.054636262,269.0,300.0,0.023761578,0.10028192,0.26258558,0.097865485,0.29601288,0.10471204,1206.0,0.0,-3.47
0.18177567,4.23,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,33.07,0.19,13.0,0.950339,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,297.0,297.0,0.048674565,0.054889433,5284.0,5300.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,989.0,35.0,-1138.3
0.1760265,5.91,6.2794385,76.094284,0.0,1.0,0.0,0.0,-0.5541855,24.52,0.2,14.1,0.518435,0.0,1.0,76.094284,-146.15146,-2769.8738,1485.5,63.0,63.0,0.050956514,0.057653137,690.0,700.0,0.039855074,0.07608695,0.29347825,0.14311594,0.29393116,0.046195652,866.0,0.0,-1890.34
0.13915922,0.71,5.776509,78.761795,0.0,0.0,0.0,1.0,-0.6477823,40.62,0.12,39.5,2.41895,1.0,0.0,78.761795,-147.04384,-2753.1023,1504.9258,70.0,34.0,0.04924209,0.055235066,646.0,300.0,0.034257747,0.043501902,0.25067973,0.14627515,0.36052203,0.032082655,626.0,0.0,-11.67
0.20521912,9.75,6.8948045,71.53695,0.0,0.0,0.0,1.0,-0.39427897,17.91,0.71,5.7,0.6336994,1.0,0.0,71.53695,-144.2542,-2584.8157,1312.3224,254.0,254.0,0.054249775,0.061578922,3032.0,3000.0,0.015457278,0.093173034,0.3791327,0.09617862,0.25805068,0.07342207,1072.0,0.0,-34.83
0.18177567,0.52,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,31.86,0.08,52.0,0.95899254,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,17.0,21.0,0.048674565,0.054889433,272.0,100.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,537.0,0.0,-24.5
0.19684638,0.45,7.3956237,74.50823,0.0,1.0,0.0,0.0,-0.49853456,12.52,0.14,4.9,0.5717157,1.0,0.0,74.50823,-145.86955,-2960.95,1538.5712,28.0,28.0,0.045601353,0.051637717,0.0,0.0,0.013010053,0.098166764,0.3015967,0.11590774,0.29154345,0.08988764,225.0,0.0,-2.85
0.16850683,3.95,6.790951,74.866455,0.0,1.0,0.0,0.0,-0.51110375,4.84,0.1,7.4,0.48968044,1.0,0.0,74.866455,-145.46552,-2833.1829,1486.2343,44.0,44.0,0.049004417,0.05524798,0.0,0.0,0.031001257,0.05823209,0.30247173,0.08588186,0.32341853,0.06451613,880.0,0.0,-3.18
0.16597082,2.37,5.861008,78.02058,0.0,1.0,0.0,0.0,-0.6217747,27.68,0.23,15.7,1.1869624,1.0,0.0,78.02058,-146.94049,-2672.5835,1454.2352,438.0,199.0,0.0512657,0.057689533,6233.0,2400.0,0.021750662,0.07480106,0.27002653,0.20848806,0.28381962,0.040848807,597.0,100.0,-1515.51
0.18177567,6.89,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,70.18,0.41,45.7,0.5886826,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,14.0,11.0,0.048674565,0.054889433,0.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,230.0,0.0,-1175.43
0.17507732,0.86,6.51373,76.07243,0.0,1.0,0.0,0.0,-0.5534186,9.24,0.14,15.6,0.5805281,1.0,0.0,76.07243,-146.06369,-2773.3499,1471.3727,365.0,365.0,0.049261443,0.055508576,6300.0,6300.0,0.028604118,0.062929064,0.31960335,0.12280702,0.3085431,0.05491991,1119.0,100.0,-47.48
0.16052593,0.51,6.397112,76.27609,0.0,1.0,0.0,0.0,-0.56056464,8.67,0.12,4.9,0.33924344,1.0,0.0,76.27609,-145.84415,-2769.899,1480.8021,215.0,215.0,0.050373107,0.05656289,3434.0,3400.0,0.032892097,0.059767347,0.2426795,0.11632571,0.34977937,0.054151624,1360.0,0.0,-11.18
0.18124193,1.69,6.8063173,76.06597,0.0,1.0,0.0,0.0,-0.5531921,12.11,0.16,52.6,0.96242654,1.0,0.0,76.06597,-146.16528,-2849.3123,1515.1387,221.0,286.0,0.04922045,0.05549215,2776.0,4800.0,0.039068993,0.07647548,0.2921862,0.100166254,0.30049875,0.042394016,1358.0,8.0,-1694.52
0.16349326,0.89,6.3874397,77.05899,0.0,1.0,0.0,0.0,-0.58803463,10.74,0.12,43.0,0.9287875,1.0,0.0,77.05899,-146.14421,-2722.1592,1462.8032,150.0,106.0,0.050402876,0.05670125,1470.0,1400.0,0.0294686,0.06425121,0.263285,0.13333334,0.33671498,0.033816423,224.0,0.0,-16.99
0.18754217,0.35,6.7573,73.99409,0.0,1.0,0.0,0.0,-0.48049417,5.96,0.08,10.7,0.5805281,1.0,0.0,73.99409,-145.09483,-2719.757,1419.0338,365.0,365.0,0.05183131,0.058615945,6300.0,6300.0,0.036405005,0.08608267,0.3124763,0.10200986,0.28403488,0.0504361,1119.0,100.0,-1575.97
0.16115391,0.57,6.6731944,77.44511,0.0,1.0,0.0,0.0,-0.6015826,4.63,0.09,15.9,0.9953569,0.0,1.0,77.44511,-146.72441,-2930.6077,1573.7927,13.0,13.0,0.046868935,0.05268284,0.0,0.0,0.03631171,0.050999593,0.2766218,0.09669523,0.34394124,0.047327623,1892.0,0.0,-1.15
0.1666085,1.22,6.476645,76.2914,0.0,1.0,0.0,0.0,-0.56110173,8.71,0.14,9.7,1.1136649,0.0,1.0,76.2914,-145.9166,-2789.1904,1488.2587,14.0,14.0,0.04957102,0.05566851,11.0,0.0,0.02561527,0.0642893,0.25113007,0.108488195,0.35107985,0.054244097,1863.0,0.0,-2.71
0.18715872,9.62,6.6790175,73.633064,0.0,1.0,0.0,0.0,-0.46782675,16.73,0.56,26.8,0.11590233,0.0,1.0,73.633064,-145.05975,-2652.7017,1377.283,172.0,172.0,0.05294076,0.05979124,1773.0,1800.0,0.04265403,0.08272296,0.31107283,0.09952607,0.29211548,0.06462731,1028.0,0.0,-1788.7
0.23609447,6.78,8.03383,71.683334,0.0,0.0,0.0,1.0,-0.3994153,21.03,0.37,27.3,0.58899224,1.0,0.0,71.683334,-144.28479,-2841.9077,1434.4087,93.0,46.0,0.049440537,0.055953633,547.0,200.0,0.01731776,0.12565444,0.39710027,0.08699154,0.2303665,0.06484092,1278.0,0.0,-1906.69
0.18371563,5.23,6.446602,75.35395,0.0,1.0,0.0,0.0,-0.5282087,14.91,0.17,32.4,0.9843672,0.0,1.0,75.35395,-145.77718,-2711.212,1436.8893,241.0,241.0,0.051635582,0.05836155,4370.0,4400.0,0.019417476,0.07427184,0.30291262,0.11796117,0.31747574,0.053883497,618.0,33.0,-79.25
0.19918238,2.7297258,6.677088,74.68582,0.0,1.0,0.0,0.0,-0.5047656,25.59,0.1926484,19.753212,1.165263,1.0,0.0,74.68582,-145.39568,-2656.1619,1395.3792,85.0,69.0,0.051903397,0.05863231,697.0,700.0,0.017865118,0.10495757,0.25368467,0.13443501,0.31040642,0.06610094,986.0,0.0,-74.17
0.17303184,0.18,6.7144756,76.46959,0.0,0.0,1.0,0.0,-0.5673539,11.62,0.1,13.7,1.6474942,1.0,0.0,76.46959,-146.45064,-2864.5647,1520.4713,298.0,32.0,0.04741835,0.053488962,4621.0,0.0,0.031429835,0.06418769,0.31783974,0.113767155,0.30588755,0.051350154,346.0,21.0,-48.64
0.16627283,0.96,6.7429194,76.997734,0.0,1.0,0.0,0.0,-0.5858854,6.42,0.14,15.8,0.9953569,0.0,1.0,76.997734,-146.35228,-2872.4214,1534.0088,13.0,13.0,0.047554657,0.053351704,0.0,0.0,0.02832244,0.055773422,0.27363834,0.090631805,0.34858388,0.05141612,1892.0,0.0,-1.29
0.23915097,0.91,7.632923,70.37215,0.0,0.0,1.0,0.0,-0.35340858,16.07,0.13,36.5,0.08336684,1.0,0.0,70.37215,-143.71944,-2680.3599,1331.567,122.0,123.0,0.052123167,0.059093766,1007.0,1000.0,0.026447788,0.16963065,0.26766986,0.0998632,0.2599179,0.087095305,1058.0,0.0,-43.22
0.16653067,7.12,6.7230086,76.335106,0.0,1.0,0.0,0.0,-0.5626353,5.27,0.12,22.9,0.9843672,0.0,1.0,76.335106,-145.86945,-2861.4504,1530.7742,241.0,241.0,0.04918724,0.0552471,4370.0,4400.0,0.04003235,0.05135463,0.2854832,0.09138698,0.33805096,0.04164982,618.0,33.0,-3.07
0.16183262,0.23,6.609683,77.89742,0.0,1.0,0.0,0.0,-0.61745334,4.88,0.08,9.7,1.2422029,1.0,0.0,77.89742,-146.68703,-2893.3503,1565.3033,61.0,34.0,0.047574066,0.053314146,668.0,100.0,0.032990575,0.049700085,0.25664097,0.10239931,0.35646957,0.03470437,481.0,0.0,-4.97
0.18177567,0.31,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,22.0,0.07,3.9,0.96167856,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,67.0,43.0,0.048674565,0.054889433,445.0,200.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,571.0,0.0,-16.54
0.2132773,0.55,7.4029975,73.33271,1.0,0.0,0.0,0.0,-0.45728812,11.73,0.08,5.4,0.7141367,0.0,1.0,73.33271,-144.89854,-2812.6624,1447.3788,45.0,45.0,0.049102142,0.05537345,507.0,500.0,0.017901748,0.121565364,0.26977518,0.09200666,0.30224812,0.07868443,762.0,0.0,-3.11
0.20631996,1.48,6.906713,74.24289,0.0,1.0,0.0,0.0,-0.48922417,21.81,0.18,14.8,0.9247722,1.0,0.0,74.24289,-145.19429,-2657.7446,1384.1248,46.0,46.0,0.0516852,0.058297254,564.0,600.0,0.02310375,0.09895379,0.29337403,0.12423714,0.28814298,0.071926765,995.0,0.0,-64.33
0.20260602,8.52,7.136196,71.92176,0.0,1.0,0.0,0.0,-0.40778103,19.0,0.42,22.4,0.11590233,0.0,1.0,71.92176,-144.2307,-2678.0256,1365.5157,172.0,172.0,0.052983858,0.060030904,1773.0,1800.0,0.032719836,0.08548057,0.35746422,0.08916155,0.2613497,0.07811861,1028.0,0.0,-2741.44
0.17138451,10.48,6.8379374,79.01165,0.0,0.0,1.0,0.0,-0.65654904,41.07,0.39,32.7,0.5840994,0.0,1.0,79.01165,-147.92159,-2993.216,1631.2023,23.0,23.0,0.045036048,0.05105529,481.0,500.0,0.014732965,0.0718232,0.3020258,0.15285452,0.31767955,0.0267035,630.0,0.0,-19.87
0.19978027,38.95,7.0524783,73.5234,0.0,0.0,0.0,1.0,-0.46397898,31.73,2.3,30.0,0.9573012,1.0,0.0,73.5234,-144.86243,-2801.6265,1457.9926,6.0,59.0,0.050057676,0.05659285,27.0,1300.0,0.016243232,0.08329862,0.3710954,0.12661391,0.24531445,0.07455227,1436.0,0.0,-19.26
0.18576938,0.17,6.988809,74.53653,0.0,0.0,1.0,0.0,-0.49952745,4.19,0.07,15.0,1.6078213,1.0,0.0,74.53653,-145.56592,-2863.537,1497.7874,348.0,48.0,0.048754603,0.05502064,6300.0,300.0,0.03157474,0.08792966,0.28017586,0.08513189,0.31294963,0.067545965,446.0,80.0,-2.71
0.16882434,0.5,6.6153846,79.188705,0.0,0.0,1.0,0.0,-0.6627616,18.17,0.1,19.3,1.6474942,1.0,0.0,79.188705,-147.57123,-2976.0752,1627.9368,298.0,32.0,0.04537454,0.05114263,4621.0,0.0,0.021978023,0.06743257,0.26623377,0.16783217,0.32767233,0.024475524,346.0,21.0,-88.82
0.18965982,5.55,6.808781,73.617744,0.0,0.0,0.0,1.0,-0.46728924,12.25,0.24,34.0,0.3659661,1.0,0.0,73.617744,-144.74796,-2672.4243,1388.752,230.0,230.0,0.05249621,0.059216548,2453.0,2500.0,0.03528929,0.07837505,0.3245794,0.09109561,0.30119,0.05621666,972.0,0.0,-2738.74
0.16475561,0.36,7.0477953,76.47493,0.0,0.0,0.0,1.0,-0.5675414,9.27,0.1,13.8,1.3367934,1.0,0.0,76.47493,-146.3617,-3031.5942,1619.483,238.0,42.0,0.046473637,0.052422594,2357.0,300.0,0.03668025,0.05705817,0.26861802,0.10818822,0.32901075,0.048536494,315.0,0.0,-35.0
0.19138713,0.27,6.8165956,74.67989,0.0,0.0,0.0,1.0,-0.5045578,10.96,0.07,89.1,1.7589055,1.0,0.0,74.67989,-145.47911,-2775.7024,1452.4344,74.0,113.0,0.049468473,0.055843815,750.0,1400.0,0.026382979,0.08808511,0.30212766,0.12510638,0.2825532,0.074893616,1446.0,0.0,-23.78
0.20474708,0.98,7.1770782,75.274506,0.0,0.0,0.0,1.0,-0.5254212,24.32,0.12,12.2,0.58899224,1.0,0.0,75.274506,-145.8247,-2884.026,1519.3043,93.0,46.0,0.047821213,0.054073438,547.0,200.0,0.019727571,0.09722874,0.34288397,0.13057774,0.2649131,0.04744011,1278.0,0.0,-1011.81
0.23435782,0.3,7.782513,69.82516,0.0,0.0,1.0,0.0,-0.33421606,15.6,0.08,20.8,0.08336684,1.0,0.0,69.82516,-143.40152,-2700.021,1331.6306,122.0,123.0,0.05163568,0.05850873,1007.0,1000.0,0.021528998,0.15289983,0.271529,0.094024606,0.26230228,0.100615114,1058.0,0.0,-3.79
0.17412253,0.45,6.6261683,76.53661,0.0,1.0,0.0,0.0,-0.56970584,21.11,0.07,4.0,0.49185154,1.0,0.0,76.53661,-146.2583,-2816.9507,1508.8931,243.0,244.0,0.04914004,0.055384114,3110.0,3100.0,0.030988686,0.083620265,0.2351205,0.1406788,0.31972456,0.05755042,1137.0,0.0,-14.12
0.16931565,0.7,6.705036,76.7091,0.0,0.0,0.0,1.0,-0.5757578,12.18,0.14,29.5,2.41895,1.0,0.0,76.7091,-146.04129,-2806.205,1501.6036,70.0,34.0,0.049406283,0.05539814,646.0,300.0,0.047790337,0.061664954,0.26824254,0.11716341,0.31808838,0.04008222,626.0,0.0,-15.42
0.20937507,2.2,6.9557366,73.17524,0.0,0.0,0.0,1.0,-0.45176283,21.3,0.21,28.9,1.274451,1.0,0.0,73.17524,-144.76866,-2690.0786,1388.9598,385.0,262.0,0.05159561,0.05834542,6264.0,3800.0,0.012230635,0.105416425,0.33605126,0.110658124,0.2714036,0.07454863,1344.0,86.0,-240.66
0.18862344,5.14,6.8024096,73.29733,0.0,0.0,0.0,1.0,-0.45604688,21.79,0.34,17.0,0.542723,1.0,0.0,73.29733,-144.88179,-2696.258,1399.1714,320.0,320.0,0.052784197,0.05970913,3717.0,3700.0,0.051004015,0.084738955,0.32128513,0.09678715,0.27911645,0.05702811,820.0,0.0,-1939.15
0.15099037,0.35,6.160141,78.463135,0.0,1.0,0.0,0.0,-0.63730294,13.93,0.07,16.4,2.4204435,1.0,0.0,78.463135,-146.95476,-2800.029,1525.3392,151.0,35.0,0.048542105,0.05437401,3297.0,300.0,0.032556094,0.05851298,0.2292125,0.13462384,0.36515617,0.035195775,624.0,0.0,-4.84
0.21059985,4.26,7.5358744,73.567154,0.0,1.0,0.0,0.0,-0.46551412,26.9,0.23,42.7,0.5886826,1.0,0.0,73.567154,-145.5072,-2867.546,1468.9913,14.0,11.0,0.04703588,0.0532624,0.0,0.0,0.021300448,0.10650224,0.36154708,0.10201794,0.25560537,0.07230942,230.0,0.0,-33.64
0.18177567,1.14,6.838198,75.77399,0.0,1.0,0.0,0.0,-0.5429468,31.52,0.08,29.4,0.5145717,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,16.0,16.0,0.048674565,0.054889433,15.0,0.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,303.0,0.0,-3.14
0.18871908,2.17,6.6086736,77.46833,0.0,1.0,0.0,0.0,-0.6023977,31.58,0.19,15.4,1.0041054,0.0,1.0,77.46833,-146.79744,-2749.7102,1474.7389,90.0,65.0,0.04860444,0.05475725,1083.0,700.0,0.018154312,0.0781644,0.31467474,0.122037314,0.31517902,0.031265758,621.0,0.0,-17.66
0.14041978,0.17,6.326588,81.37834,0.0,1.0,0.0,0.0,-0.7395908,17.21,0.14,5.2,1.2829067,1.0,0.0,81.37834,-148.49097,-3061.2612,1705.8678,63.0,26.0,0.043215077,0.04842025,755.0,300.0,0.030354131,0.059021924,0.20011242,0.16469927,0.3856099,0.019673973,594.0,0.0,-4.55
0.19226414,0.85,7.399628,74.865326,0.0,1.0,0.0,0.0,-0.51106405,8.06,0.13,16.5,0.4413204,0.0,1.0,74.865326,-145.64638,-2976.4097,1560.8022,44.0,44.0,0.047163688,0.053248882,234.0,200.0,0.025650557,0.091078065,0.26728624,0.11003718,0.30111524,0.06394052,1162.0,0.0,-1.55
0.14628363,5.01,6.282447,79.37906,0.0,0.0,0.0,1.0,-0.66944057,16.42,0.15,61.5,1.3740162,1.0,0.0,79.37906,-147.73567,-2961.69,1618.9331,320.0,46.0,0.044803176,0.050408013,5253.0,500.0,0.025,0.051595744,0.24414894,0.13457447,0.38989362,0.033510637,497.0,23.0,-29.12
0.18177567,0.42,6.838198,75.77399,0.0,0.0,1.0,0.0,-0.5429468,39.33,0.11,3.2,0.96167856,0.0,1.0,75.77399,-145.99971,-2836.4902,1501.3151,67.0,43.0,0.048674565,0.054889433,445.0,200.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,571.0,0.0,-33.33
0.1599308,0.78,6.4346886,77.27527,0.0,1.0,0.0,0.0,-0.5956234,13.41,0.06,7.2,0.98505527,0.0,1.0,77.27527,-146.4606,-2829.1304,1521.2418,30.0,30.0,0.048190057,0.05423286,63.0,100.0,0.035899654,0.06531142,0.24134947,0.14619377,0.33044982,0.048875432,708.0,0.0,-6.06
0.18177567,3.11,6.838198,75.77399,1.0,0.0,0.0,0.0,-0.5429468,51.83,0.18,34.4,0.881621,1.0,0.0,75.77399,-145.99971,-2836.4902,1501.3151,75.0,69.0,0.048674565,0.054889433,202.0,200.0,0.027655102,0.08138479,0.2801666,0.120609276,0.31040132,0.056629162,1001.0,0.0,-1841.16
0.17778307,0.27,6.510464,79.017265,0.0,0.0,1.0,0.0,-0.65674603,17.98,0.09,16.5,0.76588064,1.0,0.0,79.017265,-147.49242,-2844.97,1549.0985,64.0,99.0,0.047187876,0.05304178,2464.0,1500.0,0.025022749,0.07279345,0.27388534,0.14649682,0.33484986,0.026842585,834.0,0.0,-47.08
0.178468,0.22,7.248111,76.023186,0.0,0.0,1.0,0.0,-0.5516907,4.94,0.08,38.5,1.951214,1.0,0.0,76.023186,-146.5105,-3003.155,1595.0259,53.0,91.0,0.04656398,0.052618828,535.0,1000.0,0.04198153,0.068849705,0.29051217,0.13685977,0.25356844,0.06423174,1439.0,0.0,-12.94
0.16524939,0.44,6.0919676,78.899796,0.0,1.0,0.0,0.0,-0.65262437,24.22,0.07,4.0,0.87591636,0.0,1.0,78.899796,-147.17714,-2752.8816,1503.9005,417.0,367.0,0.048797745,0.054742217,6300.0,6200.0,0.018044237,0.0669383,0.2596042,0.18102445,0.31839347,0.03725262,1074.0,100.0,-19.2
0.16232154,0.19,6.5593605,77.90413,0.0,0.0,1.0,0.0,-0.6176887,6.79,0.08,19.1,2.4204435,1.0,0.0,77.90413,-146.78864,-2895.115,1568.4044,151.0,35.0,0.04768359,0.05349559,3297.0,300.0,0.03242009,0.050684933,0.26621005,0.1086758,0.34885845,0.043835618,624.0,0.0,-5.0
